,Nod_ref,Way_Id,highway,junction,lanes,name,color,size1,size2,Lon,Lat
9541,"[1602135667, 1602132390, 1602132401, 1602132404, 878498902]",147017779,residential,,,Calle Pilar Miró,#FFFFFF,medio,1,"[-3.5557878999999999, -3.5560285999999999, -3.5561222000000003, -3.5562279999999999, -3.5564767999999995]","[37.162623100000005, 37.162863899999998, 37.163018799999996, 37.1630404, 37.163216499999997]"
9542,"[1602135661, 1602135671]",147018206,residential,,,Calle Arquillos,#FFFFFF,medio,1,"[-3.5583296000000004, -3.5580165999999998]","[37.162422100000001, 37.162998899999998]"
9543,"[1602135653, 1602135657, 1602135663, 1602135671, 1602135678]",147018207,residential,,,Calle Cabañeros,#FFFFFF,medio,1,"[-3.5563703000000002, -3.5571602999999996, -3.5573900000000003, -3.5580165999999998, -3.5582782999999996]","[37.162167499999995, 37.162303399999999, 37.162504900000002, 37.162998899999998, 37.163104499999996]"
9544,"[1602135704, 1602135703, 1602135678]",147018208,pedestrian,,,Calle Escaleras del Lebrillo,#A9A9A9,peque,1,"[-3.5579697999999995, -3.5580800000000004, -3.5582782999999996]","[37.1639458, 37.163598200000003, 37.163104499999996]"
9545,"[283254238, 1602135673, 1602135679, 1602135701]",147018209,residential,,,Calle Los Derrocaderos,#FFFFFF,medio,1,"[-3.5589689, -3.5587904000000004, -3.5585847999999998, -3.5584076000000002]","[37.162585700000001, 37.163019899999995, 37.163125799999996, 37.163498400000002]"
9546,"[1602135667, 1602135659, 1602135653]",147018210,residential,,,Calle Los Secanos,#FFFFFF,medio,1,"[-3.5557878999999999, -3.5560779999999999, -3.5563703000000002]","[37.162623100000005, 37.162394200000001, 37.162167499999995]"
9547,"[1602135659, 1602135669, 1602135685, 1602135689, 1602135700, 1602135702, 1602135703]",147018211,residential,,,Calle Picos de Europa,#FFFFFF,medio,1,"[-3.5560779999999999, -3.5567915000000001, -3.5572263999999993, -3.5573986000000004, -3.5575758, -3.5576303, -3.5580800000000004]","[37.162394200000001, 37.162971300000002, 37.163325799999996, 37.163439600000004, 37.163498400000002, 37.1635092, 37.163598200000003]"
9548,"[1602135700, 1602135681, 1602135676, 1602135677]",147018212,service,,,,#FFFFFF,medio,1,"[-3.5575758, -3.5576546000000002, -3.5573813999999997, -3.5573396000000002]","[37.163498400000002, 37.163286600000006, 37.163055200000002, 37.163057100000003]"
9549,"[1602135702, 1602135683, 1602135687, 1602135699]",147018213,service,,,,#FFFFFF,medio,1,"[-3.5576303, -3.5577012999999997, -3.5580779000000002, -3.5580532999999996]","[37.1635092, 37.163294499999999, 37.163372899999999, 37.163478799999993]"
9550,"[878499163, 1602132427, 878499089, 878499360, 878499164]",147018214,residential,,,Calle Javier Tortosa,#FFFFFF,medio,1,"[-3.5561127999999997, -3.5559338999999999, -3.5557582000000001, -3.5547574999999996, -3.5537327000000003]","[37.163503600000006, 37.163377099999998, 37.163293100000004, 37.163094799999996, 37.162893299999993]"
9551,"[1602138861, 1602138859, 1602138860, 1602135667]",147018605,residential,,,Calle Pablo Neruda,#FFFFFF,medio,1,"[-3.5546127999999997, -3.5546620000000004, -3.5553919999999999, -3.5557878999999999]","[37.162323100000002, 37.162178699999998, 37.162322400000001, 37.162623100000005]"
9552,"[878499216, 1706948325, 1602138861, 1706948312, 1602142171, 878499219, 1602138858]",147018606,residential,,,Calle de las Palmeras,#FFFFFF,medio,1,"[-3.5549462999999997, -3.5549559999999998, -3.5546127999999997, -3.5545919000000001, -3.5542217000000003, -3.5538870999999999, -3.5533334999999999]","[37.162437100000005, 37.162402399999998, 37.162323100000002, 37.162375899999994, 37.162297700000003, 37.1622263, 37.162112299999997]"
9553,"[1602142170, 1706948320, 1602142176, 1602142178]",147019265,residential,,,Calle Alisos,#FFFFFF,medio,1,"[-3.5538797999999994, -3.5534720000000002, -3.5530336999999999, -3.5523913999999999]","[37.162257799999999, 37.162386600000005, 37.1625297, 37.162737]"
9554,"[1602142171, 877227064]",147019266,residential,,,Calle Arco,#FFFFFF,medio,1,"[-3.5542217000000003, -3.5543839999999998]","[37.162297700000003, 37.161751099999996]"
9555,"[1602142156, 1602142165]",147019267,residential,,,Calle Ordesa,#FFFFFF,medio,1,"[-3.5543521, -3.5542358999999997]","[37.161391899999998, 37.161716399999996]"
9556,"[1602142162, 1602142156, 1602142155]",147019269,residential,,,Calle Ordesa,#FFFFFF,medio,1,"[-3.5546379999999997, -3.5543521, -3.5541967000000003]","[37.161451700000008, 37.161391899999998, 37.1613787]"
9557,"[1602142180, 878499164]",147019270,pedestrian,,,Paseo de las Acacias,#A9A9A9,peque,1,"[-3.5536468999999999, -3.5537327000000003]","[37.163270700000005, 37.162893299999993]"
9558,"[878499164, 1602142170, 878499219]",147019272,residential,,,Paseo de las Acacias,#FFFFFF,medio,1,"[-3.5537327000000003, -3.5538797999999994, -3.5538870999999999]","[37.162893299999993, 37.162257799999999, 37.1622263]"
9559,"[1602143588, 1602143589]",147019546,pedestrian,,,Calle Santuario,#A9A9A9,peque,1,"[-3.5531347000000002, -3.5534519999999996]","[37.162738099999999, 37.163294299999997]"
9560,"[1602142169, 1602144101, 1602142176, 1602143588]",147019547,residential,,,Calle Santuario,#FFFFFF,medio,1,"[-3.5528862000000001, -3.5529067000000003, -3.5530336999999999, -3.5531347000000002]","[37.162244200000004, 37.162272100000003, 37.1625297, 37.162738099999999]"
9561,"[1602143579, 1602143580, 1602143581, 1602143582, 1602143583, 1602143585, 1602143586, 1602143584]",147019548,pedestrian,,,Plaza Maestra Pilar Gómez,#A9A9A9,peque,1,"[-3.5537167999999997, -3.5538212999999996, -3.5533756000000003, -3.5530904000000003, -3.5527611000000006, -3.5524680000000002, -3.5523687999999995, -3.5522707000000002]","[37.161190300000001, 37.161497799999992, 37.161664200000004, 37.161753900000001, 37.161830700000003, 37.161891499999996, 37.161892799999997, 37.1618645]"
9562,"[1602143583, 1602143587]",147019549,pedestrian,,,,#A9A9A9,peque,1,"[-3.5527611000000006, -3.5529665000000001]","[37.161830700000003, 37.162225700000008]"
9563,"[1602144101, 1602144102]",147019610,residential,,,Plaza del Moral,#FFFFFF,medio,1,"[-3.5529067000000003, -3.5522632000000005]","[37.162272100000003, 37.162487599999999]"
9564,"[1602154005, 1602154002]",147021199,residential,,,Calle Azahar,#FFFFFF,medio,1,"[-3.5516662999999999, -3.5516038000000001]","[37.162748200000003, 37.162632000000002]"
9565,"[1602153998, 1602154005]",147021200,residential,,,Calle Azahar,#FFFFFF,medio,1,"[-3.5522955000000001, -3.5516662999999999]","[37.162551100000002, 37.162748200000003]"
9566,"[1602154007, 1602154016]",147021201,residential,,,Calle Mirto,#FFFFFF,medio,1,"[-3.5508869000000001, -3.5506283999999999]","[37.162786799999999, 37.163041399999997]"
9567,"[1602154006, 1602154000]",147021202,residential,,,Calle Mirto,#FFFFFF,medio,1,"[-3.5503593999999996, -3.5505317000000001]","[37.162770100000003, 37.162607600000001]"
9568,"[1602154012, 1602142178, 1602154004, 1602153998, 1602144102, 877227070]",147021203,residential,,,Calle Rosaleda,#FFFFFF,medio,1,"[-3.5524657999999998, -3.5523913999999999, -3.5523519999999995, -3.5522955000000001, -3.5522632000000005, -3.5521597999999996]","[37.162881899999995, 37.162737, 37.1626604, 37.162551100000002, 37.162487599999999, 37.162286299999998]"
9569,"[1602132471, 1602154025, 1602154026, 1602154027, 1602154024, 1602154023, 1602154022, 1602154021, 1602154020, 1602154019, 1602154018, 1602154017, 1602154015, 900947534]",147021204,residential,,,Carretera de los Filtros,#FFFFFF,medio,1,"[-3.5540940000000001, -3.5536626999999998, -3.5534477999999994, -3.5531660000000005, -3.5529771000000001, -3.5529422999999993, -3.5529945000000001, -3.5530932999999996, -3.5532152999999997, -3.5532647000000006, -3.5531747000000005, -3.5530468000000002, -3.5528928999999998, -3.5528388999999994]","[37.163785100000005, 37.163835600000006, 37.163840200000003, 37.163854100000002, 37.163782299999994, 37.163708200000002, 37.163573900000003, 37.163499899999998, 37.163390999999997, 37.163293799999998, 37.163152600000004, 37.163046100000003, 37.162928000000001, 37.162885100000004]"
9570,"[900947534, 1602154012, 900947902, 900947535, 900947567, 1602154011, 1602154010, 1602154008, 877227072]",147021205,residential,,,Carretera de los Filtros,#FFFFFF,medio,1,"[-3.5528388999999994, -3.5524657999999998, -3.5521601, -3.5517357000000005, -3.5514502999999995, -3.5513114999999997, -3.5512273000000003, -3.5510513999999995, -3.5509137000000002]","[37.162885100000004, 37.162881899999995, 37.162881700000007, 37.162877100000003, 37.162872499999999, 37.162852100000002, 37.1628398, 37.162800899999993, 37.162701599999998]"
9571,"[1602154004, 1602154009]",147021206,pedestrian,,,Plaza de Fátima,#A9A9A9,peque,1,"[-3.5523519999999995, -3.5517279999999998]","[37.1626604, 37.162862899999993]"
9572,"[877227072, 877227073]",147021207,residential,,,Plaza del Cedro,#FFFFFF,medio,1,"[-3.5509137000000002, -3.5508232000000004]","[37.162701599999998, 37.162515399999997]"
9573,"[1602154002, 1602154008]",147021208,pedestrian,,,Plaza del Sol,#A9A9A9,peque,1,"[-3.5516038000000001, -3.5510513999999995]","[37.162632000000002, 37.162800899999993]"
9574,"[1602154011, 1602154014, 1602154013, 1602154007, 1602154001, 1602154000, 1602154003, 1602153999, 1602156378]",147021209,residential,,,Vial de los Álamos,#FFFFFF,medio,1,"[-3.5513114999999997, -3.5512127000000002, -3.5511432999999997, -3.5508869000000001, -3.5507040999999999, -3.5505317000000001, -3.5503572999999995, -3.5500635000000003, -3.5492671000000002]","[37.162852100000002, 37.162885700000004, 37.1628823, 37.162786799999999, 37.162627700000002, 37.162607600000001, 37.1626361, 37.162559199999997, 37.162395399999994]"
9575,"[900947535, 1602154009, 1602154005]",147021210,pedestrian,,,,#A9A9A9,peque,1,"[-3.5517357000000005, -3.5517279999999998, -3.5516662999999999]","[37.162877100000003, 37.162862899999993, 37.162748200000003]"
9576,"[1602154002, 1602153997]",147021211,residential,,,,#FFFFFF,medio,1,"[-3.5516038000000001, -3.5515239000000003]","[37.162632000000002, 37.162483600000002]"
9577,"[900947512, 1602156382, 900947895, 900947528, 900947666]",147021363,residential,,,Calle de los Cipreses,#FFFFFF,medio,1,"[-3.5486141000000004, -3.5486789999999999, -3.5487674, -3.5488373999999996, -3.5488662000000004]","[37.162727000000004, 37.162530299999993, 37.162510299999994, 37.162296500000004, 37.162205999999998]"
9578,"[1353958381, 1353958340]",147519706,pedestrian,,,Calle Formosa,#A9A9A9,peque,1,"[-3.6068440000000002, -3.6066514999999999]","[37.170014200000004, 37.169781799999996]"
9579,"[1607342213, 1607342212, 1607342211]",147519707,residential,,,Calle Rincón de Asís,#FFFFFF,medio,1,"[-3.6056303000000001, -3.6059650999999997, -3.6059128999999999]","[37.169601399999998, 37.169478099999999, 37.169384899999997]"
9580,"[554797709, 266215967]",147519805,residential,,,,#FFFFFF,medio,1,"[-3.6064842000000006, -3.6063611000000004]","[37.171035299999993, 37.171126299999997]"
9581,"[881029118, 554797684]",147520384,residential,,,,#FFFFFF,medio,1,"[-3.6071928, -3.6070742]","[37.172181799999997, 37.172235799999996]"
9582,"[1607358335, 1607358340]",147521539,pedestrian,,,Calle Escultor Antonio Martínez Olalla,#A9A9A9,peque,1,"[-3.6101317000000002, -3.6089538999999995]","[37.174621600000002, 37.175076799999999]"
9583,"[388430244, 266328757]",147521540,residential,,,Calle José Recuerda,#FFFFFF,medio,1,"[-3.6078340999999998, -3.6090157]","[37.173212599999999, 37.172738799999998]"
9584,"[1607358329, 1607358328]",147521541,pedestrian,,,Calle La Pampa,#A9A9A9,peque,1,"[-3.6066404999999997, -3.6069656000000001]","[37.171274400000001, 37.171145500000002]"
9585,"[1607358331, 1607358330]",147521542,pedestrian,,,Calle Rivadavia,#A9A9A9,peque,1,"[-3.6068080999999999, -3.6071355000000005]","[37.171549400000004, 37.1714172]"
9587,"[1607368353, 1607368377]",147522275,residential,,,Calle San Isidoro,#FFFFFF,medio,1,"[-3.6105190999999999, -3.6106417999999998]","[37.1760029, 37.176198399999997]"
9588,"[1607368373, 1607368380]",147522276,residential,,,Calle San Isidoro,#FFFFFF,medio,1,"[-3.6101388999999995, -3.6102574999999999]","[37.1761579, 37.176350499999998]"
9589,"[1607368383, 1607368387, 1607368409, 21293502]",147522277,secondary,,,Plaza Guitarrista Manuel Cano,#FFFF00,grande,1,"[-3.6132205000000002, -3.6129992, -3.6118457999999998, -3.6117840999999999]","[37.1768018, 37.176886200000006, 37.1773259, 37.177387100000004]"
9590,"[21293502, 1607368413, 1607368407, 1607368389, 1607368385]",147522278,secondary,,,Plaza Guitarrista Manuel Cano,#FFFF00,grande,1,"[-3.6117840999999999, -3.6118904999999999, -3.6120572999999996, -3.6129957999999998, -3.6132535000000003]","[37.177387100000004, 37.177384600000003, 37.177325599999996, 37.176966499999999, 37.176868900000002]"
9591,"[1607368387, 3663357446, 1352920194]",147522279,service,,,,#FFFFFF,medio,1,"[-3.6129992, -3.6128702000000006, -3.6127987999999998]","[37.176886200000006, 37.176670100000003, 37.176550599999999]"
9592,"[1607368391, 2375977677, 1607368405]",147522280,service,,,,#FFFFFF,medio,1,"[-3.6129962, -3.6130589, -3.6131222999999997]","[37.177084299999997, 37.177177100000002, 37.177270499999999]"
9593,"[2377499018, 33244586]",147522281,secondary,,,Calle Méndez Núñez,#FFFF00,grande,1,"[-3.6097383000000001, -3.6105013999999995]","[37.178149299999994, 37.177891700000004]"
9594,"[1607368407, 1607368411, 1607368415, 1607368391, 1607368389]",147522282,service,,,,#FFFFFF,medio,1,"[-3.6120572999999996, -3.6121417999999998, -3.6122019999999995, -3.6129962, -3.6129957999999998]","[37.177325599999996, 37.177369299999995, 37.177390600000003, 37.177084299999997, 37.176966499999999]"
9595,"[1607381624, 1607381623]",147522890,pedestrian,,,Calle Jacinto Benavente,#A9A9A9,peque,1,"[-3.6101559000000001, -3.610903]","[37.178856700000004, 37.178563899999993]"
9596,"[1607381607, 2375977685, 1607381608]",147522891,service,,,,#FFFFFF,medio,1,"[-3.6141622999999998, -3.6141120000000004, -3.6140387999999999]","[37.177987299999998, 37.178006599999996, 37.178034699999998]"
9597,"[388430240, 103028657]",147522892,residential,,,,#FFFFFF,medio,1,"[-3.6113337999999997, -3.6112378999999999]","[37.179108500000005, 37.179117499999997]"
9598,"[1607381625, 1607381626]",147522893,tertiary,,,,#FFFFFF,grande,1,"[-3.6150546000000001, -3.6150108999999997]","[37.179217600000001, 37.179343899999999]"
9599,"[89291458, 1607381625]",147522894,tertiary,,,,#FFFFFF,grande,1,"[-3.6151662000000004, -3.6150546000000001]","[37.179380000000002, 37.179217600000001]"
9600,"[3797492077, 1607381612, 1607381615, 1607381620]",147522895,service,,,,#FFFFFF,medio,1,"[-3.6148484999999999, -3.614725, -3.6145649, -3.6145073999999999]","[37.178185999999997, 37.178273499999996, 37.178329900000001, 37.178350600000002]"
9601,"[1607381621, 1607381620, 1607381613, 2485099749, 1607381601]",147522896,tertiary,,,Calle María Moliner,#FFFFFF,grande,1,"[-3.6145309000000001, -3.6145073999999999, -3.6144894000000001, -3.6137862000000003, -3.6137669000000003]","[37.178421100000001, 37.178350600000002, 37.178315399999995, 37.177135799999995, 37.177103299999999]"
9602,"[1607381600, 1607381602, 1607381607, 1607381619, 1607381621]",147522897,service,,,,#FFFFFF,medio,1,"[-3.6137186000000003, -3.6136837999999996, -3.6141622999999998, -3.6144232000000005, -3.6145309000000001]","[37.177111400000001, 37.177150599999997, 37.177987299999998, 37.178379399999997, 37.178421100000001]"
9603,"[1351238659, 1607381605, 1607381599, 1607381593, 1607381591, 1607381598, 2485099749]",147522898,service,,,,#FFFFFF,medio,1,"[-3.6143912999999999, -3.6143315999999999, -3.6142263999999997, -3.6141622999999998, -3.6140724999999998, -3.6138856000000001, -3.6137862000000003]","[37.177325500000002, 37.177296599999998, 37.1771089, 37.177039700000009, 37.177017399999997, 37.177098000000001, 37.177135799999995]"
9604,"[1607383135, 2375977694, 2375977690, 1607383133]",147522926,pedestrian,,,,#A9A9A9,peque,1,"[-3.6135976000000003, -3.6143559999999999, -3.6145396000000001, -3.6146724000000003]","[37.179005200000006, 37.178712700000005, 37.178641200000001, 37.178591499999996]"
9605,"[552861820, 544481128]",147524340,pedestrian,,,Calle Arabial,#A9A9A9,peque,1,"[-3.6150217000000002, -3.6147913999999997]","[37.182892299999992, 37.182523500000002]"
9606,"[827377975, 1520097251, 582465762, 568340366, 582468568, 582468703]",147524343,residential,,,Calle Arabial,#FFFFFF,medio,1,"[-3.6045097999999998, -3.6046762999999999, -3.6049245000000001, -3.6050665999999998, -3.6053297999999994, -3.6056063999999997]","[37.165380600000006, 37.1656494, 37.166055299999996, 37.166287599999997, 37.166717799999994, 37.1671701]"
9607,"[1828460932, 1607402533, 1607402532, 1607402530, 1607400508, 1607402528, 1607400507]",147524344,residential,,,Calle Julio Verne,#FFFFFF,medio,1,"[-3.6136577999999999, -3.6138309999999998, -3.6141516999999999, -3.6144875000000001, -3.6146588999999998, -3.6146824999999998, -3.6147080000000003]","[37.182927299999996, 37.182858700000004, 37.182732100000003, 37.182599600000003, 37.1825318, 37.182504999999999, 37.182475899999993]"
9608,"[549790144, 1351135493, 549790140]",147524345,residential,,,Calle Recoletos,#FFFFFF,medio,1,"[-3.6150498, -3.6152072, -3.6155440999999997]","[37.181812399999998, 37.181582399999996, 37.1811218]"
9609,"[1351091150, 549790144]",147524347,residential,,,Plaza de la Ilusión,#FFFFFF,medio,1,"[-3.6149160999999999, -3.6150498]","[37.182128999999996, 37.181812399999998]"
9610,"[1139365065, 549774347]",147524348,residential,,,,#FFFFFF,medio,1,"[-3.613083, -3.6129815999999999]","[37.181984399999997, 37.182026399999998]"
9611,"[388430239, 33244585]",147524349,tertiary,,,,#FFFFFF,grande,1,"[-3.6143306000000006, -3.6142413999999996]","[37.184025399999996, 37.184157599999999]"
