,Nod_ref,Way_Id,highway,junction,lanes,name,color,size1,size2,Lon,Lat
11291,"[1011905239, 1747444672]",162952325,pedestrian,,,Avenida de la Ilustración,#A9A9A9,peque,1,"[-3.5981459999999998, -3.5966296000000004]","[37.149104200000004, 37.149098799999997]"
11292,"[1675706432, 1675706434]",163071258,residential,,,,#FFFFFF,medio,1,"[-3.6559849, -3.6560351999999998]","[37.200996500000002, 37.201056099999995]"
11293,"[1461602346, 1748468152, 1748468155, 1748468158, 1748468165, 1748468171, 1748468201, 3823449193, 3823449204, 3823449207, 1748468215, 1748468225, 1748468249, 1748468275, 324782010, 1748468279, 1748468283, 324781904]",163072557,trunk,,,Carretera de Córdoba,#FA8072,grande,2,"[-3.6552523999999997, -3.6554986000000005, -3.6559453999999998, -3.6564407999999995, -3.6570559999999999, -3.6578324999999996, -3.6584919, -3.6585945, -3.6589407999999994, -3.6596555, -3.6599275000000002, -3.6613004999999998, -3.6622491999999998, -3.6627486000000005, -3.6631133999999999, -3.6635167999999996, -3.6642907, -3.6656595999999997]","[37.204027000000004, 37.204066600000004, 37.204234200000002, 37.204417299999996, 37.204566899999996, 37.204738800000001, 37.204877400000001, 37.204895899999997, 37.204958300000001, 37.205087200000001, 37.205136299999992, 37.2053248, 37.2054203, 37.205450899999995, 37.205465500000003, 37.205474600000002, 37.205487400000003, 37.205483399999999]"
11294,"[1748468262, 1748468273, 1748468259, 1748468244, 1748468241, 1748468233, 633632414, 1748468219, 1748468210, 1748468174, 1748468168, 1748468162, 1748468160, 1748468156, 1748468154, 1748468150, 1675706581]",163072560,trunk,,,Carretera de Córdoba,#FA8072,grande,2,"[-3.6656508999999997, -3.6642907, -3.6635190999999998, -3.6631046999999999, -3.6627429999999999, -3.6622712999999996, -3.6620553999999998, -3.6613188999999999, -3.6599583, -3.6585117, -3.6578526, -3.6573718, -3.6570855999999998, -3.6565053000000001, -3.6559718999999999, -3.6555735, -3.6554590999999999]","[37.205438799999996, 37.205447899999996, 37.205426600000003, 37.205413799999995, 37.205390100000002, 37.205357299999996, 37.205317600000001, 37.205258799999996, 37.205063000000003, 37.204800799999994, 37.204658899999998, 37.204553099999998, 37.204489299999999, 37.204339700000006, 37.204166399999998, 37.203975, 37.203866900000001]"
11295,"[1675708893, 3430043982, 3430046004, 297886358, 1208065370, 3430043985, 3430046038, 297886359, 297886360, 297886361, 1199960608, 297886362, 297886363, 297886364, 1199960607, 297886365, 297886366, 901578144, 1161874187]",163072562,trunk,,,,#FA8072,grande,2,"[-3.6700287999999999, -3.6742982000000004, -3.6744872000000002, -3.6762828000000001, -3.6766635999999999, -3.6770610000000001, -3.6771785000000001, -3.6775625000000001, -3.6782087999999997, -3.6800921999999998, -3.6811525, -3.6821286, -3.6851120000000002, -3.6864675000000005, -3.6873720999999997, -3.688714, -3.6892795, -3.6895269000000002, -3.6898426]","[37.205904299999993, 37.207695700000002, 37.207774999999998, 37.208528399999999, 37.208765899999996, 37.209028100000005, 37.2091055, 37.209358899999998, 37.209712899999992, 37.2103751, 37.210702900000001, 37.211136400000001, 37.212511799999994, 37.213201500000004, 37.213718, 37.214632700000003, 37.214936299999998, 37.215057999999999, 37.215203199999998]"
11296,"[1748468271, 1748468262]",163072565,trunk,,,Carretera de Córdoba,#FA8072,grande,2,"[-3.6664827000000004, -3.6656508999999997]","[37.205428799999993, 37.205438799999996]"
11297,"[1675708893, 1748468324, 1748468319, 1748468290, 1748468277, 1748468253, 1748468246, 1748468256, 1748468271]",163072566,trunk,,,Carretera de Córdoba,#FA8072,grande,2,"[-3.6700287999999999, -3.6696364000000004, -3.6693845, -3.6690502, -3.6687007000000005, -3.6683785000000002, -3.6680641000000005, -3.6673201, -3.6664827000000004]","[37.205904299999993, 37.205723499999998, 37.205623200000005, 37.205519299999999, 37.205453999999996, 37.205421899999997, 37.205417400000002, 37.205424799999996, 37.205428799999993]"
11298,"[1748468290, 1748468269, 1748468238, 1748468230, 324781997]",163072567,trunk_link,,,,#FA8072,grande,1,"[-3.6690502, -3.6687143999999998, -3.6683754999999998, -3.6680527000000001, -3.6662631000000001]","[37.205519299999999, 37.205427700000001, 37.205376700000002, 37.205353000000002, 37.205364400000001]"
11299,"[324781993, 1748468306, 1748468299, 1748468288, 1748468295, 1675708892]",163072568,trunk_link,,,,#FA8072,grande,1,"[-3.6662013, -3.6664273999999999, -3.6665586999999999, -3.6680633, -3.6685143999999998, -3.6686730000000005]","[37.205635799999996, 37.205555600000004, 37.205535699999999, 37.205512799999994, 37.205529799999994, 37.205516299999992]"
11301,"[1375756289, 1375756292, 1375756294, 1375756297]",163117989,track,,,Callejón de Nogales,0,0,0,"[-3.6105341000000002, -3.6105157999999995, -3.6105120000000004, -3.6105043999999999]","[37.167247600000003, 37.167309100000004, 37.167381499999998, 37.167423399999997]"
11302,"[1426849362, 1426849440, 1449411429, 1426849369, 1426849408, 1426849374, 1426849420, 552784795]",163201603,primary,,2.0,Paseo del Violón,#FFA07A,grande,1,"[-3.5963783999999999, -3.5963938999999998, -3.5964279000000001, -3.5965017999999995, -3.5966480999999999, -3.5978267999999995, -3.5979529000000001, -3.5981542999999996]","[37.167757000000002, 37.167678100000003, 37.167593299999993, 37.167453500000001, 37.167341399999998, 37.166801599999999, 37.166761000000001, 37.1667463]"
11303,"[1645767627, 1749508380, 1345327232, 1345326809, 1345327316, 1345327311, 1345327299, 1345326822, 1645767630, 1645767627]",163201692,pedestrian,,,Plaza Campillo Bajo,#A9A9A9,peque,1,"[-3.5972397000000003, -3.5973767999999997, -3.5972964999999997, -3.5972220999999998, -3.5971671999999999, -3.5971224000000004, -3.5969995999999997, -3.5967845000000001, -3.5971267999999998, -3.5972397000000003]","[37.171382000000001, 37.171522199999998, 37.171570200000005, 37.171594200000001, 37.171620000000004, 37.171658799999996, 37.171861499999999, 37.171643299999999, 37.171439100000001, 37.171382000000001]"
11304,"[1449592018, 1244545041, 1449592017, 1749584800, 1749584799, 290912896]",163209065,secondary,,,Avenida Juan Pablo II,#FFFF00,grande,1,"[-3.6129029000000004, -3.6125832, -3.6115633000000003, -3.6108601, -3.6106251999999999, -3.6105695]","[37.199537400000004, 37.1992835, 37.198293, 37.197583100000003, 37.197317400000003, 37.1972114]"
11305,"[1749592559, 1749592550, 1749592549, 1749592548]",163209848,pedestrian,,,Plaza Parque Norte,#A9A9A9,peque,1,"[-3.6114352999999997, -3.6110919999999997, -3.6108962999999994, -3.6115693999999996]","[37.199775099999997, 37.199281899999995, 37.198998600000003, 37.198697600000003]"
11306,"[1749592560, 1749592557, 1749592552, 1749592558]",163209849,pedestrian,,,Plaza Pintor Isidoro Marín,#A9A9A9,peque,1,"[-3.6096565000000003, -3.6100417, -3.6098468999999995, -3.6091029999999997]","[37.199923299999995, 37.199755700000004, 37.199476500000003, 37.199803700000004]"
11307,"[1749592550, 1749592551, 1749592553, 1749592555, 1749592554, 1749592556, 1749592557]",163209850,pedestrian,,,,#A9A9A9,peque,1,"[-3.6110919999999997, -3.6107233999999995, -3.6106383000000002, -3.6105879000000001, -3.6104781999999997, -3.6103870000000002, -3.6100417]","[37.199281899999995, 37.199441999999998, 37.199476700000005, 37.199564100000003, 37.199561799999998, 37.199605499999997, 37.199755700000004]"
11308,"[1749600096, 1332227270]",163210558,footway,,,,#FF6347,linea,1,"[-3.5866337999999995, -3.5865431000000005]","[37.171756600000002, 37.171782700000001]"
11310,"[1750788818, 1320903489]",163368703,residential,,,Calle Somosierra,#FFFFFF,medio,1,"[-3.5919251000000005, -3.5918116000000002]","[37.1713874, 37.171468599999997]"
11311,"[1695029848, 1329610264]",163370907,residential,,,Calle Solares,#FFFFFF,medio,1,"[-3.5915977999999997, -3.5910256]","[37.170159200000001, 37.170203600000001]"
11312,"[484681955, 1668657053, 1668655106, 1381655084, 267341188]",163387593,residential,,,Calle Sócrates,#FFFFFF,medio,1,"[-3.6065612000000002, -3.6062800999999998, -3.6062095999999997, -3.6051114000000002, -3.6046119000000001]","[37.174987100000003, 37.175166299999994, 37.175211799999992, 37.175921000000002, 37.176229600000006]"
11317,"[1753728698, 1753728694]",163692967,pedestrian,,,Calle Risueño,#A9A9A9,peque,1,"[-3.6000320000000001, -3.6000991999999998]","[37.155403200000002, 37.155098500000001]"
11318,"[1753728696, 1753728695, 1197483002, 1197483577, 1197482022, 1753728697, 1753728696]",163692968,pedestrian,,,Plaza de Andalucía,#A9A9A9,peque,1,"[-3.5994019999999995, -3.5989461000000005, -3.5989144, -3.5992580000000003, -3.5995452999999999, -3.5995818999999996, -3.5994019999999995]","[37.155197799999996, 37.155160700000003, 37.155300200000006, 37.155332200000004, 37.155358899999996, 37.155212400000003, 37.155197799999996]"
11319,"[1753728693, 1515267657]",163692969,pedestrian,,,,#A9A9A9,peque,1,"[-3.6000072999999997, -3.6000915]","[37.155085900000003, 37.1546941]"
11321,"[76685390, 1426857782, 1428764126]",163693527,pedestrian,,,Paseo de San Sebastián,#A9A9A9,peque,1,"[-3.5985197000000002, -3.5979167000000003, -3.5964089000000001]","[37.167131099999999, 37.167353600000006, 37.167896599999999]"
11322,"[1754680942, 1754680941]",163790304,pedestrian,,,Calle Torre de los Abencerrajes,#A9A9A9,peque,1,"[-3.5846391000000004, -3.5854309999999998]","[37.158309899999999, 37.158009899999996]"
11323,"[620816421, 1754680944]",163790305,steps,,,Calle Torre del Capitán,#FF0000,peque,1,"[-3.5848972999999997, -3.5850861000000003]","[37.1591126, 37.159035799999998]"
11324,"[1754680944, 901544572]",163790306,pedestrian,,,Calle Torre del Capitán,#A9A9A9,peque,1,"[-3.5850861000000003, -3.5858742999999995]","[37.159035799999998, 37.158726100000003]"
11325,"[1754684120, 1754684119, 1754684118, 1754684117]",163790556,residential,,,,#FFFFFF,medio,1,"[-3.5932864999999996, -3.5932711999999998, -3.5932089999999994, -3.5931382000000007]","[37.152864700000002, 37.152802000000001, 37.152731299999999, 37.152693799999994]"
11326,"[1656215824, 3692466096, 1011905979]",163790743,pedestrian,,,Pasaje de la Ciencia,#A9A9A9,peque,1,"[-3.6110165000000003, -3.6102712999999995, -3.6101627999999999]","[37.150721000000004, 37.150970000000001, 37.151006299999999]"
11327,"[1754685828, 3692466102, 1754685829, 2036258037, 1754685830]",163790745,pedestrian,,,,#A9A9A9,peque,1,"[-3.6101336000000002, -3.6100550999999999, -3.6098763999999997, -3.6096733999999997, -3.6090746]","[37.151265000000002, 37.151282899999998, 37.151323600000005, 37.151399900000001, 37.151855799999993]"
11328,"[1681760895, 1754687884, 2089757010, 1681760832]",163791100,residential,,,,#FFFFFF,medio,1,"[-3.5920806000000005, -3.5921409, -3.5921818999999995, -3.5921809999999996]","[37.206104600000003, 37.206032399999998, 37.205872100000001, 37.205818799999996]"
11330,"[1755865691, 1755865692, 1755865693]",163923761,pedestrian,,,,#A9A9A9,peque,1,"[-3.6034349999999997, -3.6036211000000002, -3.6038309000000002]","[37.1700959, 37.170149600000002, 37.170291799999994]"
11331,"[49953271, 2068288785, 2068135780, 2068288778, 937036836]",163924319,service,,,Calle Real de la Alhambra,#FFFFFF,medio,1,"[-3.5896265000000001, -3.5895172999999994, -3.5886633000000003, -3.5885658999999999, -3.5879652000000002]","[37.176397399999999, 37.176357099999997, 37.176041699999999, 37.176005799999999, 37.175789700000003]"
11332,"[49937459, 61369656]",163924690,residential,,,Calle Real de Cartuja,#FFFFFF,medio,1,"[-3.6000117, -3.6001025000000002]","[37.187902000000001, 37.1880083]"
11335,"[1755892554, 1755892538]",163926996,tertiary,,,,#FFFFFF,grande,1,"[-3.6044587999999997, -3.6044760999999998]","[37.194856000000001, 37.194648700000002]"
11336,"[1755892538, 1755892533]",163926997,residential,,,,#FFFFFF,medio,1,"[-3.6044760999999998, -3.6046760999999998]","[37.194648700000002, 37.194595100000001]"
11337,"[1755892520, 1755892519, 1755892521, 1755892523, 1755892526, 1755892528, 1755892530, 1755892534, 1755892537, 1755892540, 1755892544, 1755892546, 1755892545, 1755892541, 1755892538, 1755892535, 1755892531, 1755892527, 1755892525, 1755892524, 1755892522, 1755892520]",163926998,tertiary,roundabout,,,#FFFFFF,grande,1,"[-3.6043760000000002, -3.6043324999999995, -3.6042869, -3.6042297999999997, -3.6041866000000002, -3.6041644000000002, -3.6041617999999995, -3.6041720000000002, -3.6042006, -3.6042419999999997, -3.6042834000000004, -3.6043493999999998, -3.6043982000000003, -3.6044364, -3.6044760999999998, -3.6045068999999996, -3.6045209000000002, -3.6045154000000004, -3.6044900000000002, -3.6044633999999998, -3.6044312999999994, -3.6043760000000002]","[37.194410900000001, 37.1944084, 37.194414999999999, 37.194438899999994, 37.1944777, 37.194522300000003, 37.194569899999998, 37.194603200000003, 37.194642999999999, 37.1946729, 37.194689000000004, 37.194696399999998, 37.1946905, 37.194676600000001, 37.194648700000002, 37.194610699999998, 37.194570599999999, 37.194513000000001, 37.194470200000005, 37.194445999999999, 37.194427300000001, 37.194410900000001]"
11338,"[1755892516, 1755892508, 1755892500]",163926999,tertiary,,,,#FFFFFF,grande,1,"[-3.6044821000000002, -3.6047181000000004, -3.6047772000000005]","[37.194348100000006, 37.194037200000004, 37.1939128]"
11339,"[1755892496, 1755892495, 1755892497]",163927000,residential,,,,#FFFFFF,medio,1,"[-3.6054949999999999, -3.6056589999999997, -3.6057890000000001]","[37.193077899999999, 37.193076500000004, 37.193106499999999]"
11340,"[544726920, 1755892552, 1755892544]",163927001,tertiary,,,,#FFFFFF,grande,1,"[-3.6038561000000002, -3.6039601000000001, -3.6042834000000004]","[37.194801700000006, 37.194783700000009, 37.194689000000004]"
11341,"[1755892525, 1755892516, 1755892512]",163927002,tertiary,,,,#FFFFFF,grande,1,"[-3.6044900000000002, -3.6044821000000002, -3.6044529999999999]","[37.194470200000005, 37.194348100000006, 37.194152500000001]"
11342,"[1755892546, 1755892547, 1755892551, 1755892554]",163927003,tertiary,,,,#FFFFFF,grande,1,"[-3.6043493999999998, -3.6043790999999996, -3.6044141999999999, -3.6044587999999997]","[37.194696399999998, 37.194730299999996, 37.194780799999997, 37.194856000000001]"
11343,"[1755892500, 1755892504, 1755892510, 1755892512]",163927004,tertiary,,,,#FFFFFF,grande,1,"[-3.6047772000000005, -3.6046497999999998, -3.604514, -3.6044529999999999]","[37.1939128, 37.1939967, 37.194097200000002, 37.194152500000001]"
11344,"[1755892504, 1755892506, 1755892507, 1755892503]",163927005,residential,,,,#FFFFFF,medio,1,"[-3.6046497999999998, -3.6045868999999997, -3.6045239000000002, -3.6044301000000001]","[37.1939967, 37.194016400000002, 37.194019500000003, 37.193973600000007]"
11345,"[1755892512, 1755892513, 1755892515, 1755892521]",163927006,tertiary,,,,#FFFFFF,grande,1,"[-3.6044529999999999, -3.6044224999999996, -3.6043671000000002, -3.6042869]","[37.194152500000001, 37.194234000000002, 37.194313000000001, 37.194414999999999]"
11346,"[330186057, 1755892501, 1755892499, 1755892491]",163927007,service,,,,#FFFFFF,medio,1,"[-3.6066192999999998, -3.6065532, -3.6065101000000004, -3.6064372000000002]","[37.193976399999997, 37.193930200000004, 37.193876500000002, 37.193618600000001]"
11347,"[1755892492, 1755892502, 1755892505, 1755892509]",163927009,service,,,,#FFFFFF,medio,1,"[-3.6060892, -3.6061647000000003, -3.6061540000000001, -3.6061033999999998]","[37.1937304, 37.193943100000006, 37.194001200000002, 37.194054700000002]"
11348,"[1755892534, 1755892539, 1755892548, 544726920]",163927011,tertiary,,,,#FFFFFF,grande,1,"[-3.6041720000000002, -3.6040975, -3.6040059000000002, -3.6038561000000002]","[37.194603200000003, 37.194666699999999, 37.194730499999999, 37.194801700000006]"
11349,"[1755892533, 1755892532, 1755892529, 1755892527]",163927012,residential,,,,#FFFFFF,medio,1,"[-3.6046760999999998, -3.6046125, -3.6045626000000004, -3.6045154000000004]","[37.194595100000001, 37.194579900000001, 37.194548700000006, 37.194513000000001]"
11350,"[1755892551, 1755892553, 1755892555, 1755892558, 1755892563, 1755892567]",163927013,service,,,,#FFFFFF,medio,1,"[-3.6044141999999999, -3.6042263000000001, -3.6041615, -3.6041577000000005, -3.6041061000000001, -3.6041004000000001]","[37.194780799999997, 37.194847600000003, 37.194902299999995, 37.195057299999995, 37.195172799999995, 37.195294700000005]"
11352,"[1756667047, 1756667053]",164001299,pedestrian,,,,#A9A9A9,peque,1,"[-3.6079788000000002, -3.6074299000000001]","[37.177594899999995, 37.178135400000002]"
11353,"[1756683732, 1756683737]",164003858,pedestrian,,,Calle Pintor Hermenegildo Lanz,#A9A9A9,peque,1,"[-3.5977285999999999, -3.5976775000000001]","[37.153376600000001, 37.1536981]"
11354,"[1756683737, 1197481899]",164003859,residential,,,,#FFFFFF,medio,1,"[-3.5976775000000001, -3.5979092000000006]","[37.1536981, 37.153728700000002]"
11355,"[1197483061, 1665017206, 1425688729, 1425688727]",164003860,residential,,,,#FFFFFF,medio,1,"[-3.5968824000000001, -3.5970112000000003, -3.5974327000000006, -3.5975687999999995]","[37.153886, 37.153894899999997, 37.153935199999999, 37.153948499999998]"
11356,"[1756691884, 4234692274, 1756691883, 1128662824]",164006622,residential,,,Placeta Cristo Azucenas,#FFFFFF,medio,1,"[-3.5953267999999996, -3.5953604000000001, -3.5953156000000002, -3.5953187999999994]","[37.181726099999999, 37.181703599999999, 37.181618700000001, 37.181571399999996]"
11357,"[1756691883, 1756691882, 1756691881, 1756691880, 1756691879]",164006623,residential,,,Placeta Cristo Azucenas,#FFFFFF,medio,1,"[-3.5953156000000002, -3.5952501000000003, -3.5952087000000001, -3.5951754999999999, -3.5951133]","[37.181618700000001, 37.181608099999998, 37.181605600000005, 37.181585299999995, 37.181544799999998]"
11358,"[1756699034, 1756699035, 53276785]",164007872,pedestrian,,,Calle Peso de la Harina,#A9A9A9,peque,1,"[-3.5887008000000002, -3.5885628999999999, -3.5885491000000003]","[37.1812331, 37.181251000000003, 37.181189000000003]"
11359,"[53276785, 53276787, 53276788, 53276789, 53276790, 53276791, 53276792, 53276793, 53276794, 53276795, 53276796, 53276797, 53276798, 53276799, 53276800, 1027266649, 53276801, 53276802, 1027266777, 53276803, 53276804, 53276805, 53276806, 53276807, 53276808, 1027266961, 1027267111, 53276809, 53276810, 53276811, 53276812, 53276813, 53276814, 53276815, 53276816, 1027267245, 1027267362, 53276817, 53276818, 1027266226, 53276819, 53276820, 53276821, 1027266355, 53276822, 53276823, 1027266482, 53276824, 53276825, 53276826, 53276827, 1027266734, 1027266906, 1027267065, 1027267197, 1027267330, 1027267445, 1027266197, 1027266318, 1027266452, 1027266381, 1027266501, 1027266662, 1027266794, 1027266979, 1027266394, 1027266521, 1668886899, 1027266675, 1027266808, 1027266723, 1027266884, 1027267050, 1027267187, 1027267317, 1027267431, 1027266180, 1027266302, 1027266433, 1027266575, 1027266707, 1027266858, 1027267030, 1027267170, 1027267302, 1027267424, 1027267348, 1027267477, 1027266215, 1027266346, 1027266472, 1027266616, 1027266750, 1027266917]",164007873,residential,,,Camino del Sacromonte,#FFFFFF,medio,1,"[-3.5885491000000003, -3.5883213999999999, -3.5882318999999998, -3.5880919999999996, -3.5879012000000001, -3.5877298999999998, -3.5876169, -3.5875135, -3.5872978999999998, -3.5870405000000001, -3.5868707000000004, -3.5868023, -3.5866832999999998, -3.5865330000000002, -3.5863833000000001, -3.5863360000000002, -3.5862905, -3.5861681000000005, -3.5859578000000001, -3.5857489, -3.5854892, -3.5852284000000001, -3.5850406000000001, -3.5849405000000001, -3.5848765, -3.5848421999999998, -3.5847924, -3.5847266000000002, -3.5846461999999999, -3.5845764999999998, -3.5845177000000001, -3.5844684999999998, -3.5844123999999997, -3.5843489000000002, -3.5842870000000002, -3.5842330999999996, -3.5841983999999996, -3.5841745999999999, -3.5841322, -3.5840872000000004, -3.5840388000000001, -3.5839486000000003, -3.5838438999999997, -3.5838001000000004, -3.5837705, -3.5837401, -3.5837178999999995, -3.5836714000000001, -3.5835913999999995, -3.5834440999999999, -3.5833101000000003, -3.5829654000000004, -3.5828929999999999, -3.5828220999999996, -3.5827512000000001, -3.5826730000000002, -3.5825659000000001, -3.5824849000000003, -3.5823720000000003, -3.5822807999999999, -3.5821852999999995, -3.5820867999999995, -3.5820042999999999, -3.5819204, -3.5818407999999997, -3.5816940000000002, -3.5815987000000002, -3.5815787000000006, -3.5815089999999996, -3.5814547999999995, -3.5813650999999997, -3.5812586000000004, -3.5810998000000001, -3.5809055000000001, -3.5807934000000001, -3.5806943999999996, -3.5805616999999996, -3.5804459000000004, -3.5803786, -3.5802758999999997, -3.5801227, -3.5799824999999998, -3.5799114999999997, -3.5798367999999994, -3.5797565000000002, -3.5796817000000001, -3.5796275999999998, -3.5795659, -3.5795116999999999, -3.5794669000000003, -3.5794313999999998, -3.5793623000000001, -3.5792987000000003, -3.5792296000000001]","[37.181189000000003, 37.181190399999998, 37.181192299999992, 37.1811583, 37.181100100000002, 37.181065199999999, 37.181066399999999, 37.181071700000004, 37.181079199999999, 37.1810191, 37.181028099999999, 37.181028099999999, 37.1810191, 37.180983099999999, 37.180917600000001, 37.1809127, 37.180916499999995, 37.180954299999996, 37.181047300000003, 37.181190700000002, 37.181386600000003, 37.181540399999996, 37.181619599999998, 37.181678900000001, 37.1817651, 37.181814200000005, 37.181828899999999, 37.181833600000004, 37.181801100000001, 37.181768499999997, 37.181745299999996, 37.181728299999996, 37.181716399999999, 37.181709999999995, 37.181699100000003, 37.181696100000003, 37.181709000000005, 37.1817402, 37.181823600000001, 37.181843700000002, 37.181854999999999, 37.181855499999998, 37.181832399999998, 37.181811400000001, 37.181761200000004, 37.181679700000004, 37.181638, 37.181592500000001, 37.181536600000001, 37.1814708, 37.181436299999994, 37.181321999999994, 37.181298999999996, 37.181287500000003, 37.181282799999998, 37.181285100000004, 37.181294399999999, 37.181307099999998, 37.181323200000001, 37.181346300000001, 37.181375099999997, 37.181403899999999, 37.181431599999996, 37.181441999999997, 37.181444299999995, 37.181427599999999, 37.181415700000002, 37.181413700000007, 37.181406799999998, 37.181414200000006, 37.181432100000002, 37.181455900000003, 37.181472300000003, 37.181487200000007, 37.181494600000001, 37.181490099999998, 37.181473799999992, 37.181449900000004, 37.181436499999997, 37.181421700000001, 37.181400799999999, 37.181385900000002, 37.181385900000002, 37.181388899999995, 37.181402300000002, 37.181421700000001, 37.181449900000004, 37.181482700000004, 37.181525899999997, 37.181563099999998, 37.1815839, 37.181609199999997, 37.181615200000003, 37.181609199999997]"
11360,"[1757019177, 1757019176]",164041637,pedestrian,,,Calle Chirimías,#A9A9A9,peque,1,"[-3.5904343999999999, -3.5904256000000001]","[37.178458200000009, 37.178757099999999]"
11361,"[1757038210, 1757038211]",164043619,service,,,,#FFFFFF,medio,1,"[-3.5985616, -3.5989696000000002]","[37.157507799999998, 37.157547600000001]"
11362,"[554798039, 554797873]",164109882,residential,,,Calle Infanta Beatriz,#FFFFFF,medio,1,"[-3.6070697999999997, -3.6066849999999997]","[37.173238200000007, 37.173389200000003]"
11363,"[1519303736, 1758222719, 1758222720, 1758222723, 1758222725, 1758222727, 1758222728, 1758222730, 1758222734, 1758222735, 1758222732, 1758222731, 1758222733, 1758222729]",164164455,residential,,,Calle Huerto Santo,#FFFFFF,medio,1,"[-3.5842825999999999, -3.5843648999999997, -3.5843925000000003, -3.5844284000000002, -3.5845084000000003, -3.5846023000000002, -3.5846933999999999, -3.5849114000000002, -3.5851928999999996, -3.5853391999999999, -3.5855074999999998, -3.5855919000000003, -3.5856856000000001, -3.5862711000000003]","[37.170632500000004, 37.170774299999998, 37.170884299999997, 37.171016200000004, 37.171102000000005, 37.171165799999997, 37.171211900000003, 37.171324100000007, 37.1713989, 37.171449500000001, 37.171379100000003, 37.171370600000003, 37.171384600000003, 37.171243100000005]"
11364,"[49953028, 1758222721, 1758222722, 1758222724, 1758222726, 1758222728]",164164456,residential,,,Calle Huerto Santo,#FFFFFF,medio,1,"[-3.5846524, -3.5845718999999998, -3.5846106, -3.5846546999999997, -3.5846353999999998, -3.5846933999999999]","[37.1708383, 37.170893100000001, 37.170998600000004, 37.171079999999996, 37.171137200000004, 37.171211900000003]"
11365,"[534921652, 1758242925, 1758242919, 534926113, 534921652]",164165974,pedestrian,,,Plaza de Gamboa,#A9A9A9,peque,1,"[-3.5978734999999999, -3.5977754999999996, -3.5977108999999996, -3.5978270999999999, -3.5978734999999999]","[37.174390299999999, 37.174452899999999, 37.174343200000003, 37.174303500000001, 37.174390299999999]"
11368,"[1642927651, 1320903454, 1320903457]",164202977,residential,,,Callejón de los Gitanos,#FFFFFF,medio,1,"[-3.5949247999999998, -3.5947684999999998, -3.5946847000000002]","[37.170411999999999, 37.170535000000001, 37.170600999999998]"
11369,"[1320903457, 582477785, 582477786, 1320903457]",164202978,residential,,,Cuesta del Perro Baja,#FFFFFF,medio,1,"[-3.5946847000000002, -3.5945176000000001, -3.5944394000000002, -3.5946847000000002]","[37.170600999999998, 37.1707325, 37.170794100000002, 37.170600999999998]"
11370,"[310159652, 1758579536]",164204521,residential,,,Calle Gaviota,#FFFFFF,medio,1,"[-3.6125707, -3.6123535000000002]","[37.185089899999994, 37.1857823]"
11371,"[1758579555, 3758770050, 484488755, 276303670, 1350366585, 276303902]",164204523,residential,,,Calle Tórtola,#FFFFFF,medio,1,"[-3.6122372000000005, -3.6117889999999999, -3.6110236000000002, -3.6103995000000002, -3.6093153, -3.6088695]","[37.185844099999997, 37.185753499999997, 37.1855987, 37.185472499999996, 37.185253299999999, 37.185163099999997]"
11372,"[1758579567, 1758579561, 1758579553, 1758579550, 1758579546, 1758579542, 1758579536, 1758579535, 1758579537, 1758579544, 1758579548, 1758579552, 1758579555, 1758579559, 1758579563, 1758579569, 1758579571, 1758579573, 1758579576, 1758579579, 1758579585, 1758579587, 1758579583, 1758579577, 1758579575, 1758579567]",164204525,residential,roundabout,,,#FFFFFF,medio,1,"[-3.6124318, -3.6124372000000005, -3.6124315, -3.6124165999999995, -3.6124008000000001, -3.6123807000000001, -3.6123535000000002, -3.6123307000000002, -3.6123067000000004, -3.6122836000000005, -3.6122681999999999, -3.6122483999999995, -3.6122372000000005, -3.6122348, -3.6122356, -3.6122404000000001, -3.6122455000000002, -3.6122572000000002, -3.6122699000000003, -3.6122879999999999, -3.6123069999999999, -3.6123362000000001, -3.6123727999999997, -3.6123940000000001, -3.6124125, -3.6124318]","[37.185887600000001, 37.185860399999996, 37.185834999999997, 37.185812899999995, 37.185799700000004, 37.185789299999996, 37.1857823, 37.1857811, 37.185784499999997, 37.1857927, 37.1858018, 37.185821200000007, 37.185844099999997, 37.185859100000002, 37.185872199999999, 37.185888299999995, 37.185897900000001, 37.185912299999998, 37.185922799999993, 37.185932700000002, 37.185938899999996, 37.185942299999994, 37.185936799999993, 37.185927800000002, 37.185914399999994, 37.185887600000001]"
11373,"[1758580920, 1758580921]",164205004,pedestrian,,,Calle Garrido,#A9A9A9,peque,1,"[-3.6064937999999995, -3.6063828]","[37.186064600000002, 37.186197299999996]"
11374,"[77756938, 2202300891, 306522264, 544553991, 306522392, 1758617344, 77756920]",164210040,residential,,,Avenida de Pulianas,#FFFFFF,medio,1,"[-3.6037608999999997, -3.6037586999999998, -3.6037328999999998, -3.6037102999999995, -3.6036847999999999, -3.6036364000000001, -3.6035989000000002]","[37.189932700000007, 37.189818200000005, 37.189254600000005, 37.188791999999999, 37.188316399999998, 37.187622499999996, 37.187084499999997]"
11376,"[1758617342, 1758617344]",164210042,pedestrian,,,,#A9A9A9,peque,1,"[-3.6042205000000003, -3.6036364000000001]","[37.187540399999996, 37.187622499999996]"
